;SbjNum;Srvyr;Duration;Latitude;Longitude;Date;CODE;MUN;SEXO;ANO_NASC;IDADE;FAIXA_ETARIA;PEA1;PEA2;PEA3;PEA_4;EXP_1_A;EXP_1_B;Q47;EXP_1_C;EXP_1_D;Q48;EXP_1_E;EXP_1_F;Q49;EXP_2_A;EXP_2_B;Q50;EXP_3_1_A;EXP_3_1_B;EXP_3_1_C;EXP_3_1_D;EXP_3_1_E;EXP_3_1_F;EXP_3_1_G;EXP_3_1_H;Q51A;EXP_3_1_I;EXP_3_1_J;EXP_3_1_K;EXP_3_1_L;EXP_3_1_M;EXP_3_1_N;EXP_3_1_O;EXP_3_1_P;Q51B;Q1;T_Q2_1;T_Q2_2;T_Q3_1;T_Q3_2;T_Q4_1;T_Q4_2;T_Q5_1;T_Q5_2;T_Q5_3;T_Q5_4;T_Q5_5;T_Q5_6;T_Q5_7;T_Q5_8;T_Q5_9;T_Q5_10;T_Q5_11;T_Q5_12;Q6;Q7;Q8;T_Q9_1;T_Q9_2;T_Q9_3;T_Q9_4;T_Q9_5;T_Q9_6;T_Q9_7;T_Q9_8;T_Q9_9;T_Q9_10;Q10;Q10_S;T_Q11_1;T_Q11_2;T_Q11_3;T_Q11_4;T_Q11_5;EXP_3_2_A;EXP_3_2_B;EXP_3_2_C;EXP_3_2_D;EXP_3_2_E;EXP_3_2_F;EXP_3_2_G;EXP_3_2_H;Q52A;EXP_3_2_I;EXP_3_2_J;EXP_3_2_K;EXP_3_2_L;EXP_3_2_M;EXP_3_2_N;EXP_3_2_O;EXP_3_2_P;Q52B;T_Q12_1;T_Q12_2;T_Q12_3;Q13;T_Q14_1;T_Q14_2;T_Q14_3;T_Q14_4;T_Q14_5;T_Q14_6;T_Q14_7;T_Q14_8;T_Q14_9;T_Q14_10;T_Q14_11;T_Q14_12;T_Q14_13;T_Q14_14;T_Q14_15;T_Q14_16;Q15;Q15_S;Q16;T_Q17_1;T_Q17_2;Q18;T_Q19_1;T_Q19_2;T_Q19_3;T_Q19_4;T_Q19_5;T_Q20_1;T_Q20_2;T_Q20_3;T_Q20_4;T_Q20_5;T_Q21_1;T_Q21_2;T_Q21_3;T_Q21_4;T_Q21_5;T_Q21_6;T_Q21_7;T_Q21_8;EXP_3_3_A;EXP_3_3_B;EXP_3_3_C;EXP_3_3_D;EXP_3_3_E;EXP_3_3_F;EXP_3_3_G;EXP_3_3_H;Q53A;EXP_3_3_I;EXP_3_3_J;EXP_3_3_K;EXP_3_3_L;EXP_3_3_M;EXP_3_3_N;EXP_3_3_O;EXP_3_3_P;Q53B;T_Q22_1;T_Q22_2;T_Q22_3;T_Q22_4;T_Q22_5;T_Q22_6;T_Q22_7;Q23;T_Q24_1;T_Q24_2;T_Q24_3;T_Q24_4;T_Q24_5;T_Q24_6;T_Q24_7;T_Q24_8;Q25;T_Q26_1;T_Q26_2;T_Q27_1;T_Q27_2;Q28A;Q28B;Q28C;Q28D;Q28E;Q28F;Q28G;Q28H;Q28I;Q28J;Q28K;T_Q29_1;T_Q29_2;T_Q29_3;T_Q29_4;T_Q29_5;T_Q29_6;T_Q29_7;T_Q29_8;T_Q29_9;T_Q29_10;T_Q29_11;T_Q30_1;T_Q30_2;T_Q31_1;T_Q31_1_Q_131_S;T_Q31_2;T_Q31_2_Q_131_S;Q32;T_Q33_1;T_Q33_2;T_Q33_3;T_Q33_4;T_Q33_5;T_Q34_1;T_Q34_2;T_Q34_3;T_Q34_4;T_Q34_5;T_Q34_6;T_Q34_7;T_Q34_8;T_Q34_9;T_Q34_10;T_Q34_11;T_Q34_12;T_Q34_13;T_Q35_1;T_Q35_2;T_Q35_3;T_Q35_4;Q36;T_Q37_1;T_Q37_2;T_Q37_3;T_Q37_4;T_Q37_5;T_Q37_6;T_Q37_7;Q38;Q38_S;T_Q39_1;T_Q39_1_Q39_S;T_Q39_2;T_Q39_2_Q39_S;T_Q40_1;T_Q40_2;T_Q40_3
1641;87486704;josiasassuncao;00:34:56;-135.359.274;-390.985.293;2019-02-18;293120205000001;43;1;1992;26;3;3;NA;2;NA;4;4;2;4;4;4;2;2;2;5;5;2;4;2;-1;NA;-1;NA;-1;NA;NA;1;1;2;2;1;1;3;3;4;3;2;2;3;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;5;;2;1;2;2;1;1;1;2;2;1;1;1;1;2;-1;NA;-1;NA;-1;NA;-1;NA;NA;2;3;3;1;4;1;1;1;2;2;1;2;1;2;1;1;1;1;2;1;11;;2;1;1;2;2;2;1;2;2;2;2;1;2;2;2;1;2;1;1;2;2;1;2;2;-1;NA;-1;NA;-1;NA;NA;1;1;2;2;1;1;4;4;3;4;4;4;4;4;4;4;2;4;4;4;4;4;4;4;4;2;2;2;1;1;50;10;0;1;50;30;5;0;50;0;2;3;4;2;1;2;2;2;2;1;1;1;3;3;7;;2;;2;2;3;1;2;1;3;3;3;3;3;3;3;1;1;1;3;1;3;2;1;1;2;3;1;1;1;1;1;1;1;2;;2;;1;;4;2;2
1642;87486712;gillaicegomes;00:49:45;-135.367.372;-390.986.302;2019-02-18;293120205000001;43;2;1956;63;7;1;NA;1;1;2;2;4;4;4;5;2;2;4;4;4;5;5;2;-1;NA;-1;NA;-1;NA;NA;2;2;2;2;2;2;1;1;4;2;1;1;3;3;2;1;5;1;1;1;1;1;1;1;4;1;1;1;2;2;4;2;2;2;2;2;2;2;2;2;3;2;;1;1;1;1;1;5;2;-1;NA;-1;NA;-1;NA;NA;2;2;1;1;1;1;4;4;4;1;2;2;1;1;1;1;1;1;1;1;1;3;2;1;1;1;1;1;2;19;;1;3;1;2;1;2;2;1;3;1;1;1;1;1;1;1;2;1;2;2;1;1;1;1;3;3;1;1;1;1;3;-1;NA;-1;NA;-1;NA;-1;NA;NA;4;4;4;4;4;4;4;2;4;4;4;4;4;4;4;4;2;1;1;1;1;80;20;20;80;80;50;50;50;50;40;10;1;1;1;4;1;1;1;3;4;1;1;3;4;4;;5;;2;4;4;1;4;1;3;3;3;3;3;3;1;1;1;1;3;1;1;2;1;1;1;3;1;1;1;1;1;1;1;2;;2;;1;;4;4;4
1643;87488027;jussarasilva;00:29:31;-197.669.593;-430.352.682;2019-02-18;314470605000001;29;1;1980;38;4;1;NA;1;4;2;2;2;5;5;2;3;3;2;6;6;2;5;2;-1;NA;-1;NA;-1;NA;NA;3;3;2;2;1;1;4;4;2;3;3;3;4;3;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;1;1;3;3;3;3;1;1;2;-1;NA;-1;NA;-1;NA;-1;NA;NA;1;3;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;2;1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;1;1;1;2;1;1;1;3;3;3;3;2;2;2;-1;NA;-1;NA;-1;NA;-1;NA;NA;4;4;4;4;4;4;4;2;2;2;2;2;2;2;2;2;2;1;1;1;1;50;40;40;50;100;40;100;30;30;50;40;1;3;1;3;1;3;4;4;3;3;4;2;2;2;;1;;2;3;3;3;3;3;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;;1;;1;;2;2;2
1644;87493089;erlonmoreira;00:34:27;-198.420.369;-439.353.999;2019-02-18;314470605000001;29;1;1933;85;7;1;NA;1;7;3;3;5;3;3;4;2;2;2;4;4;3;2;2;-1;NA;-1;NA;-1;NA;NA;2;2;3;3;2;2;3;3;3;4;3;4;4;3;1;1;2;1;1;1;1;1;1;1;1;1;1;1;3;2;1;3;3;3;3;3;3;3;3;3;3;5;;2;1;2;2;2;5;2;-1;NA;-1;NA;-1;NA;NA;1;1;2;2;3;3;1;1;1;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;17;;2;1;1;1;2;3;4;2;2;1;2;2;1;2;1;2;1;1;1;1;2;2;3;2;-1;NA;-1;NA;-1;NA;NA;3;3;3;3;3;3;2;2;1;4;2;4;4;4;2;2;3;3;3;4;3;3;4;4;3;1;2;2;2;2;0;0;0;100;0;0;100;0;0;0;0;4;5;5;5;5;3;3;5;5;3;3;4;4;4;;7;;3;4;4;4;4;4;3;3;3;4;3;3;3;3;3;3;3;3;3;1;2;2;2;8;2;1;2;1;1;2;1;2;;1;;3;;3;3;3
1645;87493090;erlonmoreira;00:46:46;-198.420.369;-439.353.999;2019-02-18;314470605000001;29;2;1945;73;7;1;NA;1;7;5;5;1;5;5;3;5;5;2;1;1;3;3;2;-1;NA;-1;NA;-1;NA;NA;2;2;2;2;3;3;3;3;2;2;1;1;2;1;2;2;2;1;1;1;1;1;2;1;1;1;2;1;2;2;2;5;2;5;5;5;5;2;5;2;3;2;;1;1;3;2;2;1;1;1;1;3;3;3;3;2;-1;NA;-1;NA;-1;NA;-1;NA;NA;2;2;3;1;3;1;2;1;2;1;2;3;2;1;1;2;2;1;1;2;14;;1;2;2;1;2;2;3;1;1;4;1;1;2;2;1;1;2;2;1;2;1;2;1;1;1;1;2;2;2;2;2;-1;NA;-1;NA;-1;NA;-1;NA;NA;2;1;2;4;1;6;1;3;4;2;2;1;1;2;1;1;2;2;2;2;2;80;50;-2;80;80;-2;80;80;-2;50;-2;2;2;2;2;2;5;2;2;2;5;5;1;5;4;;2;;3;2;4;2;3;2;3;3;3;2;1;3;1;1;3;1;2;1;2;2;1;1;1;6;2;2;2;1;2;1;2;2;;2;;1;;2;7;3
1646;87493091;erlonmoreira;00:25:19;-198.420.369;-439.353.999;2019-02-18;314470605000001;29;2;1994;24;2;4;NA;2;NA;1;1;2;1;1;1;2;2;4;1;1;2;5;2;-1;NA;-1;NA;-1;NA;NA;2;2;3;3;3;3;1;1;2;2;1;2;2;1;1;1;3;2;1;1;1;2;1;1;1;1;2;1;2;2;3;1;2;2;2;1;3;1;2;1;3;2;;1;1;4;1;2;3;2;-1;NA;-1;NA;-1;NA;NA;2;2;2;2;2;2;1;1;2;1;1;1;1;2;1;1;2;2;2;3;2;2;3;1;1;1;2;2;2;2;;3;1;1;1;3;3;3;2;2;1;1;2;1;3;2;1;2;2;2;2;1;1;5;2;-1;NA;-1;NA;-1;NA;NA;3;3;1;1;2;2;4;4;1;5;5;5;5;5;5;4;2;3;2;4;2;4;3;2;2;2;1;1;1;1;90;50;70;80;80;80;75;70;75;75;50;1;3;2;1;2;2;1;2;4;2;1;2;2;9;;5;;1;1;3;1;1;1;3;3;3;3;3;3;2;1;1;1;1;1;1;2;2;2;2;2;1;1;1;2;1;1;1;4;Colômbia;4;Colômbia;4;Venezuela;2;2;4
1647;87497387;gersoncaramez;00:28:37;-94.119.136;-36.079.987;2019-02-18;270170405000002;13;1;1999;20;2;3;NA;2;NA;4;4;1;5;5;4;1;1;1;1;1;2;5;2;-1;NA;-1;NA;-1;NA;NA;1;1;1;1;1;1;1;1;2;3;4;4;3;1;1;1;1;1;1;1;2;1;1;2;1;1;1;1;2;3;1;2;2;2;2;2;2;2;2;2;2;2;;2;2;2;1;1;4;2;-1;NA;-1;NA;-1;NA;NA;2;2;2;2;3;3;1;1;2;3;3;3;2;3;4;3;1;3;2;1;2;1;4;3;1;3;1;3;1;1;;1;1;4;2;3;1;1;1;1;2;1;3;1;1;1;2;1;1;1;1;1;2;4;2;-1;NA;-1;NA;-1;NA;NA;2;2;2;2;3;3;4;4;2;4;4;5;4;4;4;4;1;4;4;4;4;3;4;4;4;1;1;1;1;1;90;20;100;100;30;100;70;80;60;100;100;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;5;;2;1;1;3;4;1;1;1;3;3;1;3;1;1;1;3;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;;2;;1;;1;1;1
1648;87497388;gersoncaramez;00:27:01;-94.116.058;-360.798.507;2019-02-18;270170405000002;13;2;1989;29;3;1;NA;1;4;1;1;1;1;1;1;5;5;1;4;4;2;3;2;-1;NA;-1;NA;-1;NA;NA;1;1;3;3;3;3;1;1;1;2;2;3;3;3;1;1;1;2;1;1;1;1;1;2;1;1;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;5;;2;2;2;1;1;5;2;-1;NA;-1;NA;-1;NA;NA;1;1;3;3;3;3;3;3;2;1;3;3;1;2;2;2;2;2;2;1;2;2;1;1;2;2;1;2;1;8;;2;1;1;1;2;2;2;2;2;2;1;2;1;1;1;1;2;1;1;2;2;1;2;2;-1;NA;-1;NA;-1;NA;NA;2;2;1;1;2;2;3;3;1;4;4;4;4;2;4;2;3;2;2;2;2;2;2;2;2;1;2;2;1;2;50;50;0;50;100;50;50;50;50;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;2;;1;;2;2;2;2;2;1;3;1;1;3;1;1;1;1;3;1;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;;3;;4;1;4
1649;87497389;gersoncaramez;00:28:54;-94.124.445;-360.793.179;2019-02-18;270170405000002;13;1;1993;25;3;4;NA;2;NA;2;2;1;3;3;1;1;1;1;6;6;2;4;2;-1;NA;-1;NA;-1;NA;NA;1;1;1;1;2;2;2;2;4;2;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;2;2;5;2;2;5;2;2;2;;1;1;1;1;1;2;2;-1;NA;-1;NA;-1;NA;NA;2;2;3;3;3;3;2;2;3;3;3;3;1;2;1;2;1;1;1;1;1;1;1;1;1;3;1;1;1;9;;1;4;1;1;5;4;2;2;2;2;2;1;1;3;2;3;2;2;2;2;2;2;3;2;-1;NA;-1;NA;-1;NA;NA;3;3;1;1;3;3;4;4;4;2;2;2;4;2;2;4;1;2;2;2;3;2;2;2;2;2;2;1;1;1;80;50;40;40;80;70;70;40;70;10;0;2;2;2;2;2;2;2;2;4;2;2;2;2;2;;5;;2;2;2;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;6;2;1;1;2;1;1;1;5;;5;;5;;3;2;2
1650;87497390;gersoncaramez;00:37:18;-94.125.675;-360.789.686;2019-02-18;270170405000002;13;1;1989;29;3;3;NA;2;NA;5;5;1;2;2;2;4;4;3;6;6;2;4;2;-1;NA;-1;NA;-1;NA;NA;2;2;3;3;3;3;1;1;2;3;2;3;2;2;2;2;2;1;1;1;2;1;1;1;1;2;2;1;6;2;2;3;3;3;3;3;3;3;3;3;3;2;;2;2;1;2;2;1;1;1;1;2;2;1;1;2;-1;NA;-1;NA;-1;NA;-1;NA;NA;1;3;3;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;9;;2;1;1;2;2;3;3;2;3;3;2;1;1;5;2;3;2;2;2;2;2;2;2;2;-1;NA;-1;NA;-1;NA;NA;1;1;2;2;2;2;3;3;2;5;4;4;4;4;5;4;2;3;3;3;3;3;3;3;3;2;2;1;3;3;80;50;50;70;70;60;60;80;70;40;50;2;2;2;2;2;2;2;2;2;5;2;6;2;4;;2;;2;3;2;2;2;2;3;3;3;3;2;3;2;2;3;2;3;2;2;2;1;1;2;6;1;1;1;1;1;1;1;2;;5;;1;;4;3;1
1651;87497391;gersoncaramez;00:31:05;-94.124.266;-360.803.314;2019-02-18;270170405000002;13;2;1967;51;6;1;NA;1;7;3;3;1;2;2;4;3;3;1;5;5;2;4;2;-1;NA;-1;NA;-1;NA;NA;1;1;2;2;1;1;3;3;2;4;2;4;4;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;1;3;3;1;2;2;3;1;3;2;3;1;;2;2;1;4;4;4;2;-1;NA;-1;NA;-1;NA;NA;3;3;1;1;2;2;4;4;3;1;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;13;;1;4;1;1;4;4;4;2;4;1;1;1;1;1;1;1;1;2;1;2;1;1;4;2;-1;NA;-1;NA;-1;NA;NA;1;1;3;3;2;2;1;1;2;1;1;1;1;1;1;1;4;1;1;1;1;1;1;1;1;2;1;2;1;2;50;40;50;70;80;40;60;40;30;10;10;2;1;2;2;1;2;1;1;3;1;1;2;2;2;;5;;3;2;2;2;2;1;1;1;3;1;1;1;1;2;1;1;1;1;1;1;1;2;2;5;2;2;2;2;2;2;2;1;;1;;2;;4;4;4
1652;87507442;mariliarejane;00:32:25;-222.919.945;-425.168.352;2019-02-18;330340105000110;30;2;1982;36;4;1;NA;1;7;2;2;1;2;2;1;5;5;1;2;2;4;2;2;-1;NA;-1;NA;-1;NA;NA;2;2;3;3;1;1;1;1;2;1;1;1;1;3;1;1;3;1;1;1;1;1;1;1;1;1;1;1;2;2;3;2;2;2;2;2;2;2;2;2;2;5;;1;1;2;1;1;5;2;-1;NA;-1;NA;-1;NA;NA;2;2;3;3;3;3;2;2;2;3;3;3;1;2;2;2;2;2;2;1;2;2;1;1;2;2;1;2;2;11;;2;1;1;1;2;2;2;2;2;2;2;2;2;1;1;1;2;2;1;2;1;1;3;2;-1;NA;-1;NA;-1;NA;NA;3;3;2;2;2;2;4;4;1;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;2;2;1;1;1;100;70;80;80;100;50;100;80;70;50;80;1;1;1;1;1;1;1;1;1;1;1;3;3;1;;2;;3;1;1;1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;3;1;1;1;1;6;1;1;1;1;1;1;1;2;;2;;3;;4;2;2
1653;87507443;mariliarejane;01:18:51;-222.935.728;-425.182.632;2019-02-18;330340105000110;30;2;1966;52;6;1;NA;1;3;5;5;3;4;4;2;4;4;2;7;7;2;1;1;2;2;2;2;2;2;2;-1;NA;-1;NA;-1;NA;-1;NA;NA;4;4;4;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;2;1;2;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;5;2;-1;NA;-1;NA;-1;NA;NA;1;1;1;1;3;3;3;3;4;3;3;3;1;4;2;2;2;2;2;2;2;1;4;2;2;2;1;2;2;8;;2;1;2;1;2;2;2;2;2;2;3;1;1;2;1;1;2;2;1;2;2;1;5;2;-1;NA;-1;NA;-1;NA;NA;3;3;2;2;3;3;4;4;2;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;2;2;2;2;2;90;90;40;40;30;90;40;40;50;20;40;2;4;1;3;1;1;1;1;3;1;1;2;2;7;;5;;3;1;1;1;3;3;1;1;1;3;3;3;2;1;1;3;3;3;3;1;1;1;1;6;2;2;2;2;2;2;2;1;;2;;3;;3;1;3
1654;87507444;mariliarejane;00:40:38;-222.937.108;-425.181.814;2019-02-18;330340105000110;30;2;2001;17;2;6;1;1;NA;1;1;2;2;2;2;4;4;1;1;1;2;4;2;-1;NA;-1;NA;-1;NA;NA;3;3;1;1;2;2;4;4;4;2;2;2;1;1;1;1;2;2;3;2;2;1;5;2;1;1;5;1;4;2;2;2;2;2;2;2;2;2;2;2;2;3;;2;2;2;2;2;3;2;-1;NA;-1;NA;-1;NA;NA;2;2;1;1;1;1;3;3;3;3;3;3;1;2;2;1;3;3;2;2;1;1;1;2;2;2;3;2;2;8;;1;2;2;1;3;2;3;1;1;4;2;3;1;1;1;2;2;2;1;1;2;1;2;2;-1;NA;-1;NA;-1;NA;NA;1;1;3;3;3;3;3;3;4;4;4;4;5;4;4;4;3;4;4;4;4;4;4;4;4;1;2;2;2;2;50;30;50;70;80;50;50;70;70;30;30;1;3;4;1;1;1;1;3;1;1;1;4;2;2;;5;;3;4;3;3;4;1;1;1;1;2;1;1;1;1;1;2;1;1;1;1;2;2;2;3;2;2;1;2;2;1;1;2;;2;;3;;2;3;4
1655;87507629;celiooliveira;00:31:16;-235.103.222;-474.460.071;2019-02-18;355220505000164;41;1;1993;25;3;1;NA;1;4;5;5;1;3;3;4;2;2;1;2;2;2;1;1;3;3;1;1;1;1;2;-1;NA;-1;NA;-1;NA;-1;NA;NA;1;1;2;2;1;1;1;2;2;1;1;1;1;1;1;1;2;1;1;2;2;1;2;2;3;3;2;2;2;2;2;3;2;;1;1;4;2;1;5;2;-1;NA;-1;NA;-1;NA;NA;2;2;1;1;2;2;4;4;2;1;3;3;1;2;2;1;1;2;1;3;1;2;1;2;1;1;1;2;2;14;;1;2;2;2;2;3;2;2;2;2;1;1;1;1;2;1;2;2;2;2;2;1;5;2;-1;NA;-1;NA;-1;NA;NA;3;3;2;2;1;1;2;2;2;4;4;4;4;2;4;4;2;4;4;4;4;4;4;4;4;2;2;2;2;1;50;30;30;60;40;50;50;30;40;40;50;2;1;2;4;2;2;2;4;4;2;2;2;1;4;;5;;2;2;4;1;1;3;3;3;3;3;3;3;2;2;2;2;3;2;2;2;2;2;2;3;2;1;1;1;1;1;1;2;;2;;3;;4;2;4
1656;87514865;claudiodias;00:43:32;-2.303.834.575;-4.789.680.979;2019-02-18;352640715000003;25;1;1989;29;3;3;NA;2;NA;3;3;1;1;1;1;1;1;1;3;3;4;1;1;3;3;2;2;3;3;3;-1;NA;-1;NA;-1;NA;-1;NA;NA;2;1;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;3;3;3;3;3;2;3;3;3;2;3;2;;1;1;1;1;1;3;2;-1;NA;-1;NA;-1;NA;NA;3;3;3;3;1;1;2;2;4;3;3;3;2;1;2;1;2;2;3;1;2;1;1;1;1;2;1;2;1;11;;1;1;1;2;3;4;3;3;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;3;3;2;2;3;-1;NA;-1;NA;-1;NA;-1;NA;NA;2;2;2;2;2;2;2;1;4;4;4;4;4;4;4;4;2;2;2;2;2;0;0;0;100;0;0;0;0;0;0;0;3;3;2;3;4;4;2;3;4;3;3;3;4;7;;7;;3;1;4;1;1;1;1;3;1;3;3;3;3;3;3;3;1;3;3;2;2;2;2;3;2;2;2;2;2;2;2;1;;1;;2;;4;1;3
1657;87514866;claudiodias;00:36:47;-224.154.147;-4.780.322.257;2019-02-18;352640715000003;25;2;1982;36;4;1;NA;1;3;4;4;1;2;2;1;5;5;1;2;2;2;3;2;-1;NA;-1;NA;-1;NA;NA;2;2;1;1;3;3;4;4;2;2;2;2;2;3;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;2;2;2;2;2;2;2;2;5;;2;2;2;2;2;4;2;-1;NA;-1;NA;-1;NA;NA;1;1;2;2;3;3;2;2;1;3;3;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;16;;1;1;4;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;2;5;2;-1;NA;-1;NA;-1;NA;NA;1;1;3;3;1;1;1;1;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;1;1;1;1;0;0;100;100;100;100;100;0;0;0;0;2;2;2;2;2;2;2;2;2;2;2;2;2;7;;7;;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;7;1;1;1;1;1;1;1;1;;2;;3;;1;1;1
1658;87514867;claudiodias;00:33:10;-2.303.791.543;-4.789.587.747;2019-02-18;352640715000003;25;1;1996;22;2;3;NA;2;NA;4;4;1;2;2;1;3;3;2;6;6;2;4;2;-1;NA;-1;NA;-1;NA;NA;2;2;2;2;1;1;1;1;2;4;4;4;4;4;1;1;3;1;3;1;1;1;1;1;1;3;3;1;4;5;4;4;4;4;4;4;4;4;5;4;4;2;;1;4;4;2;1;2;2;-1;NA;-1;NA;-1;NA;NA;1;1;3;3;1;1;1;1;2;3;3;3;2;4;4;4;4;4;4;2;4;4;3;2;4;4;2;4;4;7;;1;4;1;2;3;3;1;4;1;1;1;1;1;2;2;1;1;1;2;1;1;1;1;1;1;1;3;3;3;3;2;-1;NA;-1;NA;-1;NA;-1;NA;NA;4;4;4;4;4;4;4;1;7;5;7;5;7;7;7;7;3;3;3;4;4;-3;10;5;-2;100;0;-2;-3;-2;5;-3;5;5;5;5;5;5;5;5;5;5;5;4;5;7;;7;;3;5;7;6;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;5;8;3;4;3;3;4;4;3;5;;5;;5;;5;5;5
1659;87514868;claudiodias;00:44:18;-2.303.982.176;-4.789.504.683;2019-02-18;352640715000003;25;1;1964;54;6;1;NA;1;9;1;1;1;1;1;1;5;5;4;6;6;2;1;1;1;1;2;2;1;1;1;-1;NA;-1;NA;-1;NA;-1;NA;NA;4;1;4;4;2;1;2;1;2;1;1;1;1;1;1;1;1;3;3;2;5;3;2;2;2;2;2;2;2;2;2;2;2;;2;2;2;2;2;1;1;1;1;2;2;3;3;3;-1;NA;-1;NA;-1;NA;-1;NA;NA;3;3;3;2;2;2;2;2;2;5;1;2;2;2;2;2;2;1;3;2;9;;2;1;1;1;2;2;2;2;2;1;1;1;1;1;1;1;3;2;1;1;3;2;2;2;-1;NA;-1;NA;-1;NA;NA;3;3;1;1;2;2;4;4;3;6;4;4;4;4;6;2;2;4;4;4;4;4;4;4;4;2;2;2;1;1;100;0;0;100;100;0;0;-2;0;0;0;3;5;1;5;3;5;5;3;3;5;5;7;7;3;;2;;3;1;1;1;1;1;3;1;3;3;3;3;2;3;1;1;3;1;1;1;1;1;1;2;2;1;3;1;1;1;1;5;;7;;5;;4;2;5
1660;87514869;claudiodias;00:40:56;-2.303.811.885;-4.789.474.893;2019-02-18;352640715000003;25;1;2002;16;2;4;NA;2;NA;5;5;1;2;2;4;3;3;1;1;1;2;4;2;-1;NA;-1;NA;-1;NA;NA;3;3;1;1;3;3;3;3;2;1;3;4;3;3;1;2;2;1;2;1;1;1;1;1;1;2;3;1;2;3;1;2;3;2;3;3;4;2;2;2;3;2;;3;1;4;1;1;2;2;-1;NA;-1;NA;-1;NA;NA;1;1;1;1;2;2;1;1;2;3;3;3;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;14;;1;2;2;1;1;3;3;1;1;2;3;2;1;1;2;1;1;2;1;2;2;2;3;2;-1;NA;-1;NA;-1;NA;NA;1;1;1;1;1;1;3;3;2;4;4;4;4;4;4;4;1;3;3;3;3;3;3;3;3;2;1;1;1;1;100;90;50;100;90;50;50;90;90;5;90;1;1;4;2;1;2;2;1;3;1;2;2;2;1;;1;;2;1;2;1;3;4;1;1;2;2;3;1;2;2;1;1;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;;3;;3;3;2
1661;87541924;gillaicegomes;00:33:16;-135.369.253;-390.969.265;2019-02-19;293120205000001;43;1;1998;20;2;1;NA;1;6;2;2;2;5;5;1;1;1;1;7;7;2;2;2;-1;NA;-1;NA;-1;NA;NA;2;2;3;3;3;3;4;4;2;2;2;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;3;2;2;2;2;2;3;2;;3;2;3;2;2;5;2;-1;NA;-1;NA;-1;NA;NA;2;2;3;3;2;2;3;3;3;1;3;3;1;2;1;1;2;2;2;2;1;1;2;1;1;3;1;2;1;4;;1;2;1;2;1;2;1;1;1;4;2;1;1;1;1;1;2;2;1;2;2;2;2;2;-1;NA;-1;NA;-1;NA;NA;1;1;2;2;3;3;1;1;2;4;5;5;5;2;4;5;3;4;2;2;2;2;2;2;2;1;2;2;2;2;0;50;20;10;0;20;20;0;20;50;0;2;2;2;2;2;2;2;2;2;2;2;3;4;4;;2;;2;1;2;2;3;3;3;3;3;3;3;3;2;2;3;2;3;3;3;2;1;2;1;2;2;1;2;1;1;2;2;1;;1;;2;;2;3;2
